rank,verb,frequency
1,go,40373
2,do,32518
3,have,22106
4,get,20954
5,think,16812
6,know,16015
7,see,13543
8,say,10683
9,want,10319
10,put,9757
11,like,8394
12,wanna,7717
13,look,6959
14,come,6951
15,make,5859
16,happen,4454
17,eat,4118
18,take,3986
19,need,3890
20,play,3848
21,tell,3801
22,find,2985
23,give,2489
24,remember,2392
25,can,2383
26,sit,2164
27,try,2082
28,mean,2058
29,fall,2043
30,die,1909
31,will,1691
32,read,1536
33,use,1501
34,show,1489
35,hear,1451
36,help,1445
37,call,1394
38,bring,1334
39,finish,1328
40,talk,1312
41,turn,1246
42,start,1243
43,buy,1219
44,work,1205
45,hurt,1132
46,hold,1125
47,run,1097
48,leave,1091
49,open,1090
50,siapa,1082
51,love,1077
52,keep,1073
53,fit,1071
54,live,1019
55,break,974
56,draw,971
57,feel,968
58,sleep,932
59,let,916
60,ask,915
61,watch,900
62,move,881
63,stay,874
64,walk,803
65,needta,772
66,sing,754
67,pick,746
68,wear,742
69,wait,739
70,stand,738
71,cry,725
72,drive,718
73,miss,691
74,cut,691
75,wonder,685
76,throw,645
77,hafta,633
78,stick,625
79,ist,618
80,guess,609
81,bet,604
82,build,603
83,pretend,582
84,apa,581
85,fix,570
86,jump,564
87,catch,553
88,fly,551
89,would,536
90,hide,533
91,stop,531
92,lose,526
93,sound,525
94,pull,516
95,push,496
96,grow,495
97,m,491
98,forget,488
99,drink,479
100,wash,473
