rank,verb,frequency
1,go,88870
2,do,67953
3,have,45520
4,get,42836
5,think,33636
6,see,27765
7,know,26074
8,want,24799
9,put,22582
10,say,22241
11,like,17940
12,wanna,17903
13,look,14309
14,come,14292
15,make,13037
16,take,8352
17,play,8119
18,eat,7978
19,need,7580
20,find,6795
21,tell,5768
22,sit,5692
23,give,5396
24,happen,5171
25,fall,5068
26,can,4357
27,remember,4200
28,try,3699
29,mean,3506
30,read,3432
31,will,3299
32,die,3249
33,help,3098
34,hear,2945
35,talk,2784
36,use,2733
37,show,2704
38,hold,2574
39,fit,2556
40,hurt,2526
41,finish,2526
42,open,2473
43,call,2470
44,bring,2453
45,turn,2449
46,draw,2439
47,buy,2258
48,wear,2227
49,break,2219
50,keep,2193
51,sing,2101
52,work,2087
53,leave,2048
54,love,2036
55,watch,1981
56,sleep,1901
57,feel,1881
58,let,1830
59,move,1825
60,throw,1817
61,cry,1798
62,run,1749
63,ask,1740
64,pick,1737
65,live,1689
66,stand,1638
67,stay,1594
68,build,1586
69,start,1565
70,needta,1547
71,drive,1532
72,cut,1513
73,pull,1477
74,hide,1462
75,fix,1442
76,write,1439
77,stick,1424
78,wait,1408
79,drink,1391
80,walk,1248
81,wash,1242
82,push,1215
83,jump,1171
84,drop,1147
85,stop,1135
86,pretend,1109
87,lose,1057
88,miss,1043
89,wonder,1016
90,count,997
91,bet,993
92,sound,993
93,catch,974
94,blow,971
95,fly,918
96,guess,915
97,would,907
98,den,897
99,hafta,894
100,wake,865
