rank,verb,frequency
1,go,8603
2,have,6465
3,do,4754
4,think,4525
5,get,4391
6,see,4069
7,like,3928
8,wanna,3412
9,know,3298
10,want,2614
11,say,2171
12,play,2045
13,look,1750
14,put,1715
15,eat,1142
16,make,1138
17,try,1062
18,come,960
19,give,809
20,read,634
21,take,609
22,find,575
23,seem,554
24,feel,541
25,recognize,531
26,love,520
27,mean,434
28,need,409
29,sit,388
30,hear,377
31,guess,356
32,fall,338
33,pick,337
34,sound,314
35,turn,303
36,talk,276
37,hold,275
38,taste,266
39,remember,261
40,let,250
41,tell,249
42,start,248
43,keep,226
44,feed,223
45,show,222
46,can,218
47,help,208
48,shake,206
49,chew,205
50,pull,204
51,throw,198
52,ask,191
53,use,183
54,move,177
55,needta,177
56,touch,172
57,open,167
58,work,163
59,stand,158
60,notice,151
61,fit,148
62,drink,146
63,prefer,143
64,drop,140
65,walk,139
66,wonder,139
67,roll,131
68,watch,129
69,sing,127
70,call,127
71,leave,127
72,happen,126
73,knock,119
74,change,117
75,dunno,116
76,bring,115
77,hurt,112
78,bang,110
79,wash,109
80,grab,107
81,wear,106
82,will,106
83,crawl,103
84,stay,103
85,clean,103
86,run,100
87,push,98
88,bet,97
89,pretend,97
90,care,96
91,clap,89
92,share,89
93,hit,85
94,wave,84
95,reach,83
96,build,82
97,swim,82
98,kiss,81
99,hide,77
100,close,77
