rank,average_proportion,num_verbs,sd_proportion
1,0.4287531912058578,100,0.196099845187858
2,0.17991631933225266,99,0.0854990932870747
3,0.10595420714761886,99,0.050668165621257484
4,0.06640019615603202,99,0.034971539584398546
5,0.04576473882653574,98,0.02525214391499028
6,0.03063158894627905,97,0.01612660289566093
7,0.023145813399008706,97,0.012806354231709312
8,0.018476011001328365,95,0.010501992082031886
9,0.015114316548083779,93,0.00993797385308403
10,0.011912704841812038,91,0.007827341869036416
11,0.009995379829115308,90,0.00640824359534375
12,0.00838428263045423,88,0.004984804232598129
13,0.0075291025994272745,87,0.004576584214325386
14,0.00687178155691961,85,0.004233845924167029
15,0.0062269797985194065,81,0.003970489920713933
16,0.005952438607371799,76,0.003923584154013432
17,0.005492278086949671,73,0.0033950010580985532
18,0.004901216269917025,69,0.0029383174148302814
19,0.004815606831200307,68,0.0029781990715738098
20,0.0046587059669907695,65,0.0029475307806802477
21,0.004370395705103262,62,0.0029092550598303546
22,0.004139199784761001,56,0.002778072326026911
23,0.003965209272287138,53,0.0027528134753609904
24,0.003773475739924608,50,0.002689835711939618
25,0.0034148393578904007,46,0.002468989745795598
26,0.0032588711749344393,45,0.0023315785155893095
27,0.002950524028783701,41,0.0022033393044260303
28,0.0028783635438652424,41,0.002151591320241769
29,0.0028513229808661755,41,0.0021629628603830483
30,0.0026606779771421248,39,0.0020747294218374803
31,0.0026152112731373323,39,0.0020452707969814826
32,0.0020628137438137672,33,0.0014676376926356976
33,0.0020309142491863504,32,0.001484313769484942
34,0.0019798634883563013,30,0.0014864215856068821
35,0.0018323438336250294,27,0.001495517834251084
36,0.0015377778045852248,25,0.0011494922092594108
37,0.0015286682623397226,25,0.0011555530816750302
38,0.00148404332260175,24,0.00116874906974084
39,0.0014409138775693458,23,0.0011715403912928386
40,0.001502684976827773,21,0.0011701571183278282
41,0.001502684976827773,21,0.0011701571183278282
42,0.001524926320312492,20,0.0011960529775096893
43,0.0014073225215794336,19,0.0011036470715600846
44,0.00132825494822412,19,0.0010076121298549059
45,0.0012820057575849563,19,0.0010069834634719073
46,0.001263901700870032,19,0.001018332546979673
47,0.001263901700870032,19,0.001018332546979673
48,0.0012315176867608614,19,0.001003450992540325
49,0.0012315176867608614,19,0.001003450992540325
50,0.0012315176867608614,19,0.001003450992540325
51,0.0012315176867608614,19,0.001003450992540325
52,0.0010777131138031315,18,0.0007682734861208274
53,0.0010255393347953252,17,0.0007692840624677205
54,0.0010255393347953252,17,0.0007692840624677205
55,0.0010255393347953252,17,0.0007692840624677205
56,0.0010364247958385712,15,0.0007782244892554066
57,0.0009535984639618338,15,0.0007373794006262507
58,0.0008103855055550502,14,0.0005042212213571878
59,0.0008020827540231926,14,0.0005071726389955808
60,0.0008020827540231926,14,0.0005071726389955808
61,0.0007879858418043201,12,0.000531350110515134
62,0.0007879858418043201,12,0.000531350110515134
63,0.0008066127020584633,11,0.0005531603410913045
64,0.0007647384086871639,11,0.0005218058903017329
65,0.0007647384086871639,11,0.0005218058903017329
66,0.0007440349035837499,11,0.0005395206369877283
67,0.0007440349035837499,11,0.0005395206369877283
68,0.0007334677652704766,11,0.0005441475313005658
69,0.0007334677652704766,11,0.0005441475313005658
70,0.0007334677652704766,11,0.0005441475313005658
71,0.0007334677652704766,11,0.0005441475313005658
72,0.0007334677652704766,11,0.0005441475313005658
73,0.0007334677652704766,11,0.0005441475313005658
74,0.0007334677652704766,11,0.0005441475313005658
75,0.0007334677652704766,11,0.0005441475313005658
76,0.0006387707955735068,11,0.000336923165190149
77,0.0005868227436254549,11,0.0002925610228549489
78,0.0005868227436254549,11,0.0002925610228549489
79,0.0005677000909310731,11,0.0003108105725258527
80,0.0005571329526177998,11,0.0003165756296240346
81,0.0005252805736238879,10,0.00031457169249731755
82,0.0005252805736238879,10,0.00031457169249731755
83,0.0005252805736238879,10,0.00031457169249731755
84,0.0005252805736238879,10,0.00031457169249731755
85,0.0005252805736238879,10,0.00031457169249731755
86,0.0005252805736238879,10,0.00031457169249731755
87,0.0005252805736238879,10,0.00031457169249731755
88,0.0005252805736238879,10,0.00031457169249731755
89,0.0005553581390570921,9,0.0003180367024162976
90,0.0005553581390570921,9,0.0003180367024162976
91,0.0005553581390570921,9,0.0003180367024162976
92,0.0004869918870488432,9,0.00030460042000454284
93,0.0004869918870488432,9,0.00030460042000454284
94,0.0004869918870488432,9,0.00030460042000454284
95,0.0004869918870488432,9,0.00030460042000454284
96,0.0004869918870488432,9,0.00030460042000454284
97,0.0004869918870488432,9,0.00030460042000454284
98,0.0004740764957770646,9,0.00031352980827665546
99,0.0004740764957770646,9,0.00031352980827665546
100,0.0004740764957770646,9,0.00031352980827665546
101,0.0004722113633726697,8,0.00033512408313173117
102,0.0004722113633726697,8,0.00033512408313173117
103,0.0004722113633726697,8,0.00033512408313173117
104,0.0004722113633726697,8,0.00033512408313173117
105,0.0004722113633726697,8,0.00033512408313173117
106,0.0004722113633726697,8,0.00033512408313173117
107,0.0004722113633726697,8,0.00033512408313173117
108,0.0004722113633726697,8,0.00033512408313173117
109,0.0004722113633726697,8,0.00033512408313173117
110,0.0004722113633726697,8,0.00033512408313173117
111,0.0004722113633726697,8,0.00033512408313173117
112,0.0004141366121196064,7,0.0003155120601525649
113,0.0004141366121196064,7,0.0003155120601525649
114,0.0004141366121196064,7,0.0003155120601525649
115,0.0004141366121196064,7,0.0003155120601525649
116,0.0004141366121196064,7,0.0003155120601525649
117,0.0004141366121196064,7,0.0003155120601525649
118,0.0004141366121196064,7,0.0003155120601525649
119,0.0004141366121196064,7,0.0003155120601525649
120,0.0004141366121196064,7,0.0003155120601525649
121,0.0004141366121196064,7,0.0003155120601525649
122,0.0004141366121196064,7,0.0003155120601525649
123,0.0004141366121196064,7,0.0003155120601525649
124,0.0004141366121196064,7,0.0003155120601525649
125,0.0004141366121196064,7,0.0003155120601525649
126,0.0004141366121196064,7,0.0003155120601525649
127,0.0004141366121196064,7,0.0003155120601525649
128,0.0004141366121196064,7,0.0003155120601525649
129,0.0004141366121196064,7,0.0003155120601525649
130,0.0004141366121196064,7,0.0003155120601525649
131,0.0004141366121196064,7,0.0003155120601525649
132,0.0004141366121196064,7,0.0003155120601525649
133,0.0004141366121196064,7,0.0003155120601525649
134,0.0004141366121196064,7,0.0003155120601525649
135,0.0004141366121196064,7,0.0003155120601525649
136,0.0003975311090558911,7,0.0003294186887081856
137,0.0003975311090558911,7,0.0003294186887081856
138,0.0003975311090558911,7,0.0003294186887081856
139,0.0003975311090558911,7,0.0003294186887081856
140,0.0003975311090558911,7,0.0003294186887081856
141,0.0003975311090558911,7,0.0003294186887081856
142,0.0003975311090558911,7,0.0003294186887081856
143,0.0003975311090558911,7,0.0003294186887081856
144,0.00042582986787561395,6,0.0003514158804864616
145,0.00042582986787561395,6,0.0003514158804864616
146,0.00042582986787561395,6,0.0003514158804864616
147,0.00042582986787561395,6,0.0003514158804864616
148,0.00042582986787561395,6,0.0003514158804864616
149,0.00042582986787561395,6,0.0003514158804864616
150,0.00042582986787561395,6,0.0003514158804864616
151,0.00042582986787561395,6,0.0003514158804864616
152,0.00042582986787561395,6,0.0003514158804864616
153,0.00042582986787561395,6,0.0003514158804864616
154,0.00042582986787561395,6,0.0003514158804864616
155,0.00042582986787561395,6,0.0003514158804864616
156,0.00042582986787561395,6,0.0003514158804864616
157,0.00042582986787561395,6,0.0003514158804864616
158,0.00042582986787561395,6,0.0003514158804864616
159,0.00042582986787561395,6,0.0003514158804864616
160,0.00042582986787561395,6,0.0003514158804864616
161,0.00042582986787561395,6,0.0003514158804864616
162,0.00042582986787561395,6,0.0003514158804864616
163,0.00042582986787561395,6,0.0003514158804864616
164,0.00042582986787561395,6,0.0003514158804864616
165,0.00042582986787561395,6,0.0003514158804864616
166,0.00042582986787561395,6,0.0003514158804864616
167,0.00042582986787561395,6,0.0003514158804864616
168,0.00042582986787561395,6,0.0003514158804864616
169,0.00042582986787561395,6,0.0003514158804864616
170,0.00042582986787561395,6,0.0003514158804864616
171,0.00042582986787561395,6,0.0003514158804864616
172,0.00042582986787561395,6,0.0003514158804864616
173,0.00042582986787561395,6,0.0003514158804864616
174,0.00042582986787561395,6,0.0003514158804864616
175,0.00039671012716502237,5,0.0003847163975965974
176,0.00039671012716502237,5,0.0003847163975965974
177,0.00039671012716502237,5,0.0003847163975965974
178,0.00039671012716502237,5,0.0003847163975965974
179,0.00039671012716502237,5,0.0003847163975965974
180,0.00039671012716502237,5,0.0003847163975965974
181,0.00039671012716502237,5,0.0003847163975965974
182,0.00023547099228961137,4,0.00015498995022408495
183,0.00016042224735805083,3,4.731746306472793e-05
184,0.00016042224735805083,3,4.731746306472793e-05
185,0.00016042224735805083,3,4.731746306472793e-05
186,0.00016042224735805083,3,4.731746306472793e-05
187,0.00016042224735805083,3,4.731746306472793e-05
188,0.00016042224735805083,3,4.731746306472793e-05
189,0.00016042224735805083,3,4.731746306472793e-05
190,0.00016042224735805083,3,4.731746306472793e-05
191,0.00016042224735805083,3,4.731746306472793e-05
192,0.00016042224735805083,3,4.731746306472793e-05
193,0.00016042224735805083,3,4.731746306472793e-05
194,0.0001632938505421033,2,6.654628458962843e-05
195,0.0001632938505421033,2,6.654628458962843e-05
196,0.0001632938505421033,2,6.654628458962843e-05
197,0.0001632938505421033,2,6.654628458962843e-05
198,0.0001632938505421033,2,6.654628458962843e-05
199,0.0001632938505421033,2,6.654628458962843e-05
200,0.0001632938505421033,2,6.654628458962843e-05
201,0.0001632938505421033,2,6.654628458962843e-05
202,0.0001632938505421033,2,6.654628458962843e-05
203,0.0001632938505421033,2,6.654628458962843e-05
204,0.0001632938505421033,2,6.654628458962843e-05
205,0.0001162385214460072,1,
206,0.0001162385214460072,1,
207,0.0001162385214460072,1,
208,0.0001162385214460072,1,
209,0.0001162385214460072,1,
210,0.0001162385214460072,1,
211,0.0001162385214460072,1,
212,0.0001162385214460072,1,
213,0.0001162385214460072,1,
214,0.0001162385214460072,1,
215,0.0001162385214460072,1,
216,0.0001162385214460072,1,
217,0.0001162385214460072,1,
218,0.0001162385214460072,1,
219,0.0001162385214460072,1,
220,0.0001162385214460072,1,
221,0.0001162385214460072,1,
222,0.0001162385214460072,1,
223,0.0001162385214460072,1,
224,0.0001162385214460072,1,
225,0.0001162385214460072,1,
226,0.0001162385214460072,1,
227,0.0001162385214460072,1,
228,0.0001162385214460072,1,
229,0.0001162385214460072,1,
230,0.0001162385214460072,1,
231,0.0001162385214460072,1,
232,0.0001162385214460072,1,
233,0.0001162385214460072,1,
234,0.0001162385214460072,1,
235,0.0001162385214460072,1,
236,0.0001162385214460072,1,
237,0.0001162385214460072,1,
238,0.0001162385214460072,1,
239,0.0001162385214460072,1,
240,0.0001162385214460072,1,
241,0.0001162385214460072,1,
242,0.0001162385214460072,1,
243,0.0001162385214460072,1,
244,0.0001162385214460072,1,
245,0.0001162385214460072,1,
246,0.0001162385214460072,1,
247,0.0001162385214460072,1,
248,0.0001162385214460072,1,
249,0.0001162385214460072,1,
250,0.0001162385214460072,1,
251,0.0001162385214460072,1,
252,0.0001162385214460072,1,
253,0.0001162385214460072,1,
254,0.0001162385214460072,1,
255,0.0001162385214460072,1,
256,0.0001162385214460072,1,
257,0.0001162385214460072,1,
258,0.0001162385214460072,1,
259,0.0001162385214460072,1,
260,0.0001162385214460072,1,
261,0.0001162385214460072,1,
262,0.0001162385214460072,1,
263,0.0001162385214460072,1,
264,0.0001162385214460072,1,
265,0.0001162385214460072,1,
266,0.0001162385214460072,1,
267,0.0001162385214460072,1,
268,0.0001162385214460072,1,
269,0.0001162385214460072,1,
270,0.0001162385214460072,1,
271,0.0001162385214460072,1,
272,0.0001162385214460072,1,
273,0.0001162385214460072,1,
274,0.0001162385214460072,1,
275,0.0001162385214460072,1,
276,0.0001162385214460072,1,
277,0.0001162385214460072,1,
278,0.0001162385214460072,1,
279,0.0001162385214460072,1,
280,0.0001162385214460072,1,
281,0.0001162385214460072,1,
282,0.0001162385214460072,1,
283,0.0001162385214460072,1,
284,0.0001162385214460072,1,
285,0.0001162385214460072,1,
