rank,verb,frequency
1,go,28875
2,do,14638
3,have,11998
4,get,11257
5,want,10491
6,see,10005
7,say,8674
8,wanna,8665
9,put,8071
10,know,7006
11,think,6349
12,like,5358
13,look,4505
14,come,3991
15,make,3270
16,play,2932
17,take,2695
18,eat,2361
19,find,2229
20,need,2004
21,sit,1992
22,give,1938
23,read,1717
24,try,1527
25,fall,1431
26,turn,1405
27,open,1152
28,hear,1133
29,tell,1130
30,help,1068
31,throw,1050
32,love,1013
33,talk,888
34,hold,884
35,show,853
36,happen,842
37,draw,812
38,fit,811
39,call,784
40,push,766
41,mean,727
42,let,722
43,can,683
44,remember,682
45,bring,669
46,pick,666
47,use,659
48,wear,627
49,leave,594
50,work,586
51,feel,579
52,drink,566
53,move,562
54,fix,559
55,stay,556
56,sleep,546
57,sing,536
58,pull,518
59,keep,515
60,hurt,481
61,walk,469
62,close,436
63,run,433
64,s,420
65,finish,412
66,build,405
67,den,405
68,stand,403
69,break,395
70,cry,394
71,feed,391
72,roll,389
73,live,377
74,will,368
75,catch,359
76,color,351
77,hide,347
78,touch,340
79,guess,337
80,ask,336
81,stop,336
82,stick,335
83,write,334
84,jump,333
85,sound,322
86,drive,318
87,wash,317
88,needta,313
89,start,307
90,miss,298
91,clean,291
92,blow,288
93,watch,287
94,brush,280
95,drop,273
96,kiss,263
97,cook,263
98,hafta,249
99,rid,246
100,bet,245
