rank,verb,frequency
1,do,2570
2,go,2547
3,have,1829
4,know,1623
5,get,1539
6,think,1062
7,say,947
8,see,911
9,like,897
10,die,861
11,want,850
12,wanna,783
13,put,529
14,tell,518
15,make,518
16,eat,482
17,play,464
18,happen,463
19,come,437
20,look,432
21,ist,363
22,write,331
23,remember,323
24,take,303
25,read,255
26,mean,253
27,give,213
28,mit,190
29,need,187
30,gell,181
31,find,159
32,ask,158
33,und,155
34,talk,151
35,den,150
36,try,143
37,nur,140
38,can,138
39,start,135
40,live,130
41,hear,129
42,sound,128
43,help,127
44,call,123
45,watch,123
46,use,121
47,show,113
48,sit,111
49,m,111
50,work,109
51,run,105
52,bring,103
53,walk,102
54,love,99
55,guess,93
56,dulu,89
57,finish,86
58,leave,82
59,move,81
60,hold,81
61,turn,81
62,win,79
63,feel,79
64,alle,78
65,fall,77
66,spell,77
67,ihr,77
68,siapa,75
69,let,73
70,miss,72
71,hafta,71
72,keep,70
73,pick,68
74,buy,68
75,sing,67
76,bet,66
77,forget,62
78,stop,61
79,apa,61
80,cut,57
81,etwa,57
82,un,54
83,needta,52
84,will,52
85,lie,52
86,stand,52
87,stay,51
88,jump,50
89,grow,48
90,understand,47
91,learn,44
92,taste,43
93,fight,42
94,sleep,42
95,wait,42
96,useta,42
97,ride,42
98,pull,41
99,geht,41
100,open,40
