age_group,spacy_alpha,spacy_mse,spacy_n_utterances,spacy_n_pairs,spacy_n_unique_subjects,spacy_n_unique_verbs,spacy_scope,spacy_collection,spacy_annotation_scheme,spacy_status,ud_alpha,ud_mse,ud_n_utterances,ud_n_pairs,ud_n_unique_subjects,ud_n_unique_verbs,ud_scope,ud_collection,ud_annotation_scheme,ud_status,alpha_delta,scope_comparable,scope_note,top_100_overlap_count,top_100_overlap_denominator,top_100_overlap_fraction
overall,1.4299999999999995,1.6046825643184154e-07,4739189,2802071,25626,12823,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.479999999999999,4.489689367495474e-07,3792185,1775181,8594,3581,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.0499999999999996,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",93,100,0.93
0-12mo,1.4599999999999995,9.780627788394913e-07,182023,113607,1516,1180,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4099999999999997,4.928906317620792e-06,186696,89812,1257,1034,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,-0.04999999999999982,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",91,100,0.91
12-24mo,1.3999999999999997,2.556603164383585e-07,671559,350859,6135,3580,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.479999999999999,3.072671000099035e-07,561660,201409,2577,1417,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.0799999999999994,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",90,100,0.9
24-36mo,1.4399999999999995,2.149710026486358e-07,1900684,1163974,13577,6775,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.479999999999999,5.012283550550907e-07,1601873,748922,5136,2363,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.03999999999999959,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",94,100,0.94
36-48mo,1.3799999999999994,3.903650776092803e-07,923858,553675,9817,4940,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4199999999999997,9.56869061947834e-07,715524,363466,4001,1888,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.04000000000000026,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",92,100,0.92
48-60mo,1.3699999999999994,5.261925514556713e-07,621805,399355,8022,4262,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4199999999999997,1.2609200288384551e-06,346240,188054,2824,1557,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.050000000000000266,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",90,100,0.9
60-72mo,1.2799999999999996,2.335837879907102e-07,237449,121409,4805,2661,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4099999999999997,1.0797701963278927e-06,195959,93772,1612,1004,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.13000000000000012,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",84,100,0.84
72-84mo,1.2299999999999995,7.795942130218523e-07,111117,52385,3092,1778,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4399999999999995,2.640198085074036e-07,95973,48626,1042,791,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.20999999999999996,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",71,100,0.71
84-96mo,1.2499999999999996,4.872866139085153e-07,90694,46807,2491,1467,repository_english,mixed_english_unknown_manifest,spaCy,ok,1.4599999999999995,4.696380286864542e-07,88206,41109,925,797,repository_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,Universal Dependencies,ok,0.20999999999999996,False,"The saved baseline scope is repository_english / mixed_english_unknown_manifest, and no corpus/transcript manifest is available; exact scope equivalence cannot be asserted even when the UD input supplies a repository scope.",78,100,0.78
