age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
overall,1.4299999999999995,4.97586421688632e-07,4739189,1942169,22013,12822,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
0-12mo,1.4599999999999995,2.847488094496309e-06,182023,82612,1151,1179,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
12-24mo,1.3999999999999995,5.893739525124135e-07,671559,233143,5101,3579,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
24-36mo,1.4299999999999995,5.987833308187603e-07,1900684,787043,11445,6774,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
36-48mo,1.3799999999999994,1.2356712891214141e-06,923858,386842,8316,4939,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
48-60mo,1.3699999999999994,1.6752587994806478e-06,621805,289871,6777,4261,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
60-72mo,1.2499999999999996,1.3384268801796585e-06,237449,89472,4089,2660,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
72-84mo,1.1799999999999995,3.0853242940085946e-06,111117,39022,2649,1777,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
84-96mo,1.1999999999999995,2.502894829765868e-06,90694,34164,1998,1466,ok,paper_saved_spacy,historical_English_participants,Saved original spaCy pairs with verb lemma be excluded
