rank,verb,frequency
1,be,19085
2,go,4544
3,do,3857
4,have,2803
5,get,2647
6,know,2409
7,think,2039
8,see,1626
9,like,1377
10,say,1356
11,want,1156
12,put,1075
13,wanna,1011
14,look,969
15,eat,900
16,tell,871
17,make,812
18,come,780
19,play,735
20,happen,707
21,take,473
22,find,389
23,remember,372
24,give,327
25,sound,323
26,need,315
27,read,287
28,sit,269
29,try,253
30,start,239
31,live,238
32,use,229
33,stick,225
34,call,214
35,fall,212
36,talk,211
37,run,196
38,mean,191
39,help,179
40,work,175
41,hear,174
42,fly,164
43,open,158
44,show,157
45,turn,157
46,watch,157
47,bet,151
48,leave,150
49,stay,149
50,can,146
51,drink,145
52,keep,141
53,ask,136
54,feel,133
55,finish,132
56,bring,129
57,jump,129
58,pick,126
59,walk,123
60,hold,118
61,guess,117
62,love,108
63,build,103
64,let,97
65,hafta,96
66,stand,96
67,wonder,92
68,buy,92
69,fit,91
70,pull,91
71,move,89
72,drive,86
73,ride,82
74,fix,80
75,learn,80
76,wave,79
77,sleep,78
78,win,74
79,lose,72
80,lie,72
81,will,70
82,wear,68
83,pretend,68
84,wait,66
85,break,66
86,forget,66
87,grow,64
88,stop,63
89,hurt,62
90,miss,59
91,belong,59
92,catch,57
93,cut,56
94,end,56
95,roll,55
96,wash,54
97,sing,53
98,listen,53
99,throw,52
100,write,51
