rank,verb,frequency
1,be,128333
2,go,32008
3,do,26431
4,have,16239
5,get,16156
6,think,13309
7,know,12770
8,see,10466
9,say,8425
10,put,7760
11,want,7295
12,like,6591
13,wanna,6464
14,come,5446
15,look,5393
16,make,4539
17,happen,3285
18,eat,3149
19,take,3050
20,play,3029
21,need,2831
22,tell,2807
23,find,2316
24,remember,1925
25,give,1917
26,sit,1735
27,fall,1651
28,can,1631
29,try,1556
30,mean,1539
31,will,1213
32,hear,1180
33,show,1173
34,read,1125
35,help,1104
36,use,1069
37,bring,1064
38,finish,1060
39,talk,1034
40,call,1030
41,buy,974
42,turn,965
43,start,946
44,work,925
45,run,920
46,hurt,917
47,fit,877
48,open,871
49,leave,859
50,hold,802
51,keep,798
52,love,782
53,feel,779
54,break,777
55,live,739
56,watch,737
57,sleep,733
58,move,693
59,needta,675
60,stay,669
61,walk,660
62,ask,647
63,draw,626
64,stand,585
65,wonder,569
66,cut,551
67,sing,550
68,cry,548
69,let,543
70,drive,536
71,wear,536
72,pick,533
73,miss,533
74,wait,530
75,bet,515
76,pretend,491
77,hafta,485
78,build,483
79,stick,477
80,throw,473
81,jump,448
82,hide,448
83,catch,445
84,sound,443
85,guess,440
86,fix,430
87,lose,428
88,stop,422
89,pull,421
90,fly,415
91,would,412
92,push,382
93,useta,382
94,drink,379
95,wash,379
96,forget,378
97,color,333
98,blow,330
99,grow,329
100,count,317
