rank,verb,frequency
1,be,10303
2,go,4147
3,get,2098
4,do,1766
5,see,1403
6,have,1147
7,wanna,1080
8,know,935
9,want,803
10,say,736
11,think,727
12,put,699
13,like,619
14,come,507
15,play,420
16,look,414
17,try,303
18,make,285
19,take,272
20,need,253
21,hear,206
22,eat,204
23,give,174
24,fall,165
25,find,164
26,sit,149
27,love,142
28,help,133
29,turn,130
30,throw,129
31,feel,122
32,let,122
33,read,120
34,tell,116
35,needta,106
36,talk,101
37,wash,97
38,hold,95
39,stand,89
40,walk,87
41,hurt,84
42,open,84
43,can,80
44,pull,74
45,mean,74
46,drop,73
47,work,73
48,watch,70
49,clean,70
50,leave,67
51,wave,64
52,run,63
53,chew,62
54,roll,61
55,keep,61
56,sing,61
57,push,61
58,move,60
59,crawl,57
60,wear,57
61,bring,55
62,guess,55
63,change,55
64,stay,53
65,close,51
66,start,50
67,shake,48
68,taste,46
69,reach,45
70,show,44
71,call,44
72,use,43
73,knock,43
74,clap,42
75,pick,41
76,smell,40
77,stop,39
78,happen,38
79,bite,37
80,hide,36
81,touch,36
82,finish,36
83,build,35
84,forget,34
85,sound,34
86,bless,34
87,remember,34
88,hafta,33
89,blow,33
90,fix,33
91,laugh,33
92,check,32
93,hope,32
94,bang,31
95,drink,30
96,learn,30
97,wipe,30
98,wait,30
99,miss,29
100,spit,29
