rank,verb,frequency
1,be,7818
2,do,1667
3,go,1637
4,have,1157
5,get,1052
6,know,1028
7,think,749
8,say,685
9,want,597
10,see,555
11,wanna,541
12,like,504
13,put,415
14,make,364
15,eat,364
16,tell,310
17,look,304
18,come,295
19,play,246
20,write,218
21,take,186
22,happen,182
23,remember,165
24,mean,154
25,give,151
26,need,140
27,read,137
28,talk,106
29,ask,104
30,try,96
31,start,91
32,hear,91
33,help,88
34,find,87
35,sit,84
36,show,83
37,call,78
38,can,78
39,run,78
40,use,77
41,work,73
42,watch,73
43,bring,72
44,love,72
45,live,71
46,sound,70
47,guess,69
48,spell,62
49,finish,61
50,sing,59
51,feel,58
52,fall,58
53,hold,58
54,leave,57
55,turn,57
56,move,55
57,hafta,55
58,win,54
59,walk,52
60,buy,52
61,pick,51
62,miss,51
63,stand,48
64,cut,46
65,let,45
66,keep,42
67,needta,39
68,jump,39
69,bet,36
70,stay,35
71,ride,34
72,understand,33
73,forget,33
74,stop,33
75,useta,33
76,lie,32
77,drink,32
78,sleep,32
79,pull,31
80,learn,30
81,fight,29
82,wait,28
83,wonder,28
84,draw,27
85,will,27
86,climb,27
87,fix,26
88,open,26
89,taste,26
90,fit,24
91,stick,24
92,hurt,24
93,kick,24
94,forgot,22
95,stretch,22
96,fly,21
97,cook,21
98,kneel,21
99,cry,20
100,listen,20
