rank,verb,frequency
1,be,288177
2,go,67295
3,do,56422
4,have,32899
5,get,32548
6,think,25687
7,see,20744
8,know,19101
9,want,17455
10,put,17361
11,say,16358
12,wanna,13481
13,like,12854
14,come,11024
15,look,10534
16,make,9468
17,take,6155
18,play,5914
19,eat,5846
20,need,5179
21,find,4941
22,sit,4479
23,tell,4266
24,happen,4195
25,fall,4084
26,give,3962
27,remember,3356
28,can,3339
29,try,2397
30,mean,2360
31,hear,2341
32,read,2233
33,talk,2216
34,will,2156
35,help,2089
36,fit,2082
37,finish,2076
38,hurt,2049
39,show,1915
40,draw,1866
41,open,1856
42,bring,1828
43,hold,1805
44,use,1802
45,buy,1799
46,break,1761
47,turn,1718
48,call,1679
49,sing,1669
50,keep,1610
51,watch,1587
52,wear,1566
53,work,1544
54,leave,1502
55,move,1432
56,throw,1426
57,cry,1422
58,sleep,1390
59,needta,1344
60,run,1341
61,feel,1337
62,stand,1296
63,build,1286
64,love,1252
65,hide,1195
66,stay,1193
67,pick,1190
68,drive,1187
69,live,1168
70,cut,1160
71,write,1143
72,stick,1121
73,ask,1115
74,pull,1112
75,start,1111
76,drink,1108
77,wait,1065
78,let,1044
79,wash,1018
80,fix,1001
81,walk,967
82,drop,950
83,jump,911
84,push,897
85,lose,870
86,stop,840
87,miss,834
88,blow,802
89,pretend,800
90,wonder,788
91,bet,756
92,count,751
93,sound,743
94,catch,732
95,would,723
96,lie,684
97,wake,667
98,color,650
99,touch,640
100,hafta,631
