rank,verb,frequency
1,be,74673
2,go,18465
3,do,15309
4,have,11297
5,know,10286
6,get,10003
7,think,8292
8,see,7010
9,say,6462
10,want,5159
11,like,4794
12,come,4074
13,put,3849
14,wanna,3720
15,look,3648
16,make,3219
17,tell,3110
18,eat,2824
19,take,2453
20,play,2302
21,happen,2149
22,need,1654
23,mean,1583
24,hear,1550
25,give,1394
26,find,1314
27,remember,1286
28,sit,1157
29,talk,1117
30,try,1002
31,can,950
32,fall,844
33,call,838
34,use,832
35,start,805
36,work,742
37,read,695
38,help,691
39,leave,691
40,bring,683
41,ask,671
42,buy,652
43,will,646
44,feel,641
45,turn,634
46,finish,630
47,sound,616
48,keep,609
49,let,604
50,run,594
51,love,584
52,show,551
53,stay,539
54,watch,523
55,walk,504
56,hurt,488
57,wonder,486
58,pick,475
59,guess,473
60,hold,449
61,bet,446
62,break,438
63,wait,433
64,stop,431
65,open,415
66,hafta,410
67,live,405
68,move,403
69,forget,400
70,fit,396
71,wear,380
72,drive,358
73,useta,357
74,write,350
75,fly,339
76,cut,338
77,build,338
78,would,328
79,throw,322
80,sing,314
81,needta,312
82,listen,311
83,sleep,299
84,jump,296
85,stand,290
86,lose,288
87,catch,283
88,pretend,282
89,pull,280
90,drink,272
91,cry,270
92,fix,259
93,hope,253
94,draw,251
95,wash,248
96,win,247
97,miss,239
98,hit,231
99,grow,229
100,understand,227
