rank,verb,frequency
1,be,9651
2,go,2707
3,do,2511
4,want,2108
5,have,1915
6,think,1768
7,know,1639
8,get,1139
9,say,1124
10,like,906
11,see,830
12,tell,418
13,make,373
14,eat,373
15,look,329
16,read,328
17,put,310
18,mean,302
19,start,284
20,come,273
21,play,271
22,write,267
23,hit,231
24,take,198
25,need,193
26,try,159
27,use,144
28,give,143
29,help,142
30,remember,141
31,call,140
32,can,138
33,happen,126
34,love,119
35,move,116
36,hear,115
37,work,113
38,sound,111
39,talk,106
40,wear,100
41,feel,93
42,ask,93
43,guess,83
44,live,78
45,learn,77
46,sit,77
47,keep,76
48,paint,71
49,find,69
50,pick,69
51,finish,68
52,grow,67
53,spell,67
54,forget,65
55,brush,63
56,bring,62
57,skip,60
58,share,60
59,wash,60
60,miss,58
61,let,53
62,stop,53
63,show,52
64,dress,52
65,leave,51
66,turn,49
67,wait,45
68,press,45
69,understand,41
70,build,41
71,haft,38
72,walk,38
73,will,37
74,buy,36
75,watch,35
76,would,35
77,fall,34
78,hold,33
79,feed,33
80,stay,31
81,become,31
82,hurt,31
83,pretend,31
84,bet,29
85,teach,29
86,send,28
87,flip,27
88,win,27
89,cut,26
90,swing,26
91,figure,25
92,hope,25
93,notice,25
94,throw,25
95,sleep,25
96,listen,24
97,sing,24
98,tie,24
99,believe,23
100,break,23
