rank,verb,frequency
1,be,20808
2,have,6161
3,go,5232
4,think,5075
5,know,3887
6,like,3792
7,do,3714
8,get,3259
9,want,2822
10,play,2157
11,say,1715
12,see,1659
13,try,1019
14,look,1016
15,put,925
16,mean,829
17,recognize,805
18,make,803
19,seem,770
20,eat,755
21,come,621
22,love,564
23,read,509
24,take,470
25,guess,448
26,give,422
27,pick,374
28,hear,334
29,need,331
30,sit,328
31,start,327
32,find,289
33,feel,275
34,remember,271
35,notice,257
36,talk,251
37,keep,244
38,tell,220
39,ask,219
40,show,215
41,prefer,213
42,use,198
43,hold,195
44,fall,193
45,can,189
46,chew,183
47,let,178
48,pull,174
49,throw,171
50,work,157
51,help,133
52,turn,129
53,move,124
54,walk,123
55,watch,121
56,call,117
57,touch,112
58,stand,110
59,change,110
60,crawl,109
61,grab,108
62,shake,108
63,feed,106
64,sing,105
65,care,105
66,dunno,103
67,bang,102
68,bring,96
69,drop,92
70,drink,92
71,will,91
72,roll,87
73,tend,85
74,leave,84
75,hurt,82
76,push,82
77,sound,80
78,wonder,79
79,enjoy,79
80,open,76
81,stay,76
82,would,75
83,pretend,70
84,forget,68
85,wash,68
86,run,67
87,taste,67
88,wave,66
89,spend,65
90,stop,64
91,happen,63
92,clean,62
93,pay,62
94,smile,62
95,knock,61
96,learn,61
97,laugh,58
98,understand,55
99,wear,54
100,close,53
