rank,verb,frequency
1,be,26874
2,go,7465
3,do,5442
4,have,4732
5,know,4139
6,want,3991
7,get,3646
8,think,3456
9,say,2897
10,like,2103
11,see,2093
12,eat,1797
13,come,1601
14,look,1513
15,make,1486
16,tell,1173
17,put,1101
18,take,943
19,play,786
20,happen,735
21,mean,729
22,find,616
23,remember,598
24,need,573
25,give,530
26,talk,468
27,try,468
28,start,423
29,use,412
30,can,379
31,call,368
32,hear,356
33,read,346
34,fall,328
35,bring,300
36,feel,297
37,walk,296
38,ask,277
39,sit,271
40,fly,270
41,love,267
42,stay,263
43,run,260
44,buy,256
45,guess,255
46,help,248
47,work,244
48,turn,233
49,forget,214
50,build,213
51,keep,211
52,leave,201
53,let,187
54,watch,184
55,show,183
56,wear,166
57,jump,165
58,finish,163
59,pick,162
60,sound,157
61,hit,152
62,drive,149
63,live,148
64,write,147
65,hold,146
66,move,141
67,wait,140
68,will,138
69,hurt,137
70,sleep,135
71,break,134
72,learn,130
73,stop,128
74,drink,125
75,lay,123
76,bet,121
77,fit,121
78,lose,120
79,grow,120
80,cut,119
81,wonder,119
82,win,116
83,wave,116
84,understand,113
85,catch,111
86,cry,109
87,nibble,105
88,draw,104
89,miss,103
90,fix,101
91,rain,94
92,open,92
93,hope,90
94,could,89
95,pretend,86
96,would,84
97,push,84
98,throw,81
99,stand,81
100,sing,79
