age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
0-12mo,1.4399999999999995,6.686753931755988e-06,135499,85432,1063,863,ok,eng_na,Eng-NA,UD: includes copulas
12-24mo,1.4699999999999993,4.984699482667684e-07,326069,160642,2118,1117,ok,eng_na,Eng-NA,UD: includes copulas
24-36mo,1.4399999999999995,7.178289272572369e-07,507763,334538,3208,1468,ok,eng_na,Eng-NA,UD: includes copulas
36-48mo,1.4299999999999995,4.365048154352127e-07,254344,173148,2727,1250,ok,eng_na,Eng-NA,UD: includes copulas
48-60mo,1.4399999999999995,3.350339544089381e-07,143539,102751,2080,1077,ok,eng_na,Eng-NA,UD: includes copulas
60-72mo,1.4699999999999993,6.873681351368476e-07,117590,77346,1520,860,ok,eng_na,Eng-NA,UD: includes copulas
72-84mo,1.4599999999999995,1.4750415406354457e-07,58898,38429,960,652,ok,eng_na,Eng-NA,UD: includes copulas
84-96mo,1.5299999999999994,2.9032520435606777e-07,64071,37358,924,675,ok,eng_na,Eng-NA,UD: includes copulas
