rank,verb,frequency
1,be,20572
2,go,5273
3,do,4074
4,have,3761
5,know,3285
6,want,3079
7,get,2840
8,think,2792
9,say,1987
10,like,1859
11,see,1693
12,eat,1319
13,look,1183
14,make,1147
15,tell,983
16,come,854
17,put,749
18,play,708
19,happen,574
20,take,568
21,need,497
22,start,461
23,read,435
24,mean,394
25,find,367
26,use,346
27,call,346
28,give,332
29,live,310
30,remember,310
31,try,287
32,stick,272
33,talk,237
34,hear,234
35,sit,232
36,can,227
37,work,223
38,hit,212
39,keep,205
40,feel,199
41,stay,188
42,love,174
43,turn,174
44,help,171
45,bring,166
46,ask,166
47,drink,166
48,fall,164
49,fly,164
50,move,151
51,pick,140
52,grow,138
53,guess,137
54,show,136
55,leave,130
56,run,128
57,sound,127
58,let,125
59,walk,122
60,wear,121
61,build,118
62,open,108
63,finish,106
64,watch,105
65,learn,103
66,drive,101
67,roll,99
68,jump,98
69,wave,97
70,wash,93
71,hold,91
72,will,91
73,wonder,90
74,hurt,89
75,wait,88
76,buy,88
77,touch,88
78,forget,88
79,stop,87
80,end,86
81,lay,84
82,pull,84
83,press,83
84,bet,83
85,push,81
86,brush,78
87,would,75
88,cut,75
89,miss,73
90,scare,73
91,fit,70
92,pretend,70
93,nibble,69
94,count,68
95,paint,68
96,understand,64
97,feed,63
98,hope,62
99,carry,59
100,break,58
