rank,verb,frequency
1,go,65512
2,do,51312
3,be,43715
4,get,34148
5,have,31379
6,want,31342
7,think,25643
8,know,19298
9,see,17156
10,say,16010
11,put,15061
12,like,14512
13,come,10079
14,look,9398
15,make,8868
16,eat,5693
17,take,5576
18,play,5344
19,need,5219
20,find,4660
21,tell,4143
22,sit,4062
23,fall,4012
24,give,3785
25,can,3349
26,remember,3317
27,happen,2828
28,mean,2379
29,hear,2273
30,try,2091
31,fit,2085
32,will,2051
33,talk,2019
34,hurt,2013
35,buy,1806
36,finish,1791
37,bring,1761
38,use,1752
39,draw,1679
40,read,1676
41,hold,1659
42,help,1654
43,open,1620
44,keep,1599
45,show,1595
46,break,1565
47,sing,1562
48,wear,1551
49,watch,1512
50,work,1493
51,turn,1440
52,leave,1350
53,throw,1343
54,cry,1340
55,love,1291
56,hide,1286
57,sleep,1249
58,feel,1227
59,run,1224
60,stay,1214
61,live,1201
62,move,1172
63,build,1147
64,stand,1142
65,call,1104
66,ask,1104
67,drink,1101
68,drive,1099
69,pick,1061
70,start,1060
71,write,1047
72,pull,1018
73,wait,1016
74,lose,945
75,drop,942
76,would,928
77,let,912
78,cut,900
79,walk,893
80,fix,888
81,wash,880
82,jump,850
83,push,835
84,pretend,811
85,wonder,803
86,miss,783
87,blow,757
88,bet,754
89,stop,747
90,forget,718
91,sound,702
92,shall,701
93,wake,666
94,stick,665
95,ride,653
96,count,652
97,could,647
98,catch,641
99,touch,588
100,hit,571
