rank,verb,frequency
1,do,390
2,think,368
3,know,314
4,go,263
5,be,188
6,have,185
7,want,176
8,get,156
9,like,125
10,look,119
11,play,106
12,say,98
13,see,95
14,make,70
15,take,57
16,tell,54
17,can,51
18,eat,46
19,come,39
20,happen,36
21,read,36
22,fix,31
23,drive,30
24,sew,30
25,pick,29
26,catch,26
27,feed,25
28,knit,24
29,write,23
30,put,22
31,learn,22
32,paint,22
33,help,22
34,could,22
35,need,21
36,deliver,21
37,try,20
38,talk,19
39,give,19
40,use,19
41,win,18
42,ask,17
43,show,16
44,hold,16
45,wear,16
46,mean,14
47,remember,14
48,find,13
49,hear,13
50,sit,13
51,stick,13
52,will,12
53,chop,12
54,call,12
55,feel,12
56,guess,12
57,live,11
58,bet,11
59,love,11
60,remind,11
61,fall,10
62,start,10
63,turn,10
64,let,8
65,buy,8
66,bring,8
67,sleep,7
68,finish,7
69,sound,7
70,pour,7
71,matter,7
72,dust,7
73,cut,7
74,drink,7
75,open,7
76,forget,7
77,taste,7
78,keep,6
79,run,6
80,throw,6
81,work,6
82,draw,6
83,leave,6
84,haft,6
85,stay,5
86,would,5
87,knock,5
88,exercise,5
89,dance,5
90,walk,5
91,useta,5
92,wonder,5
93,fly,5
94,float,5
95,break,4
96,wish,4
97,stop,4
98,ride,4
99,touch,4
100,whisper,4
